DATE (MM/DD/YYYY),HOUR-MST,Avg Global CM6b [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse CM22 Vent [W/m^2],Avg Deck Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
8/20/2001,10,374.1063,49.2369,334.2177,27.4318,2.8358
8/20/2001,11,643.2912,270.9166,415.2642,29.7797,1.8563
8/20/2001,12,713.7018,397.0543,362.2295,29.4320,2.0945
8/20/2001,13,381.4533,43.4208,337.3305,28.4812,2.0303
8/20/2001,14,89.0680,-1.4386,83.1431,21.2847,8.4961
8/20/2001,15,337.9858,40.4556,300.0013,19.8800,3.7378
8/20/2001,16,349.8833,224.2286,216.6515,23.4348,1.3621
8/20/2001,17,51.1566,-0.0521,52.0145,22.3765,4.0096
8/20/2001,18,94.6238,42.2151,82.7331,22.6842,4.1539
8/20/2001,19,8.3701,-0.4928,9.4248,21.8633,0.9245
8/20/2001,20,-1.9308,-0.3733,-1.0152,21.2345,0.7729
8/20/2001,21,-1.6983,-0.3821,-0.9948,21.4473,1.1034
8/20/2001,22,-1.7063,-0.3684,-0.9479,21.0758,0.6961
8/20/2001,23,-2.1084,-0.6585,-1.0753,20.4652,0.7728
8/21/2001,0,-2.2519,-0.1827,-1.2273,20.3785,1.4276
8/21/2001,1,-1.6510,-0.2086,-0.9382,20.8635,2.2734
8/21/2001,2,-2.0525,-0.5772,-0.9041,19.5368,1.6313
8/21/2001,3,-2.3873,-0.6316,-1.2889,18.7967,1.6243
8/21/2001,4,-1.7243,-0.5175,-1.1387,18.3255,1.4668
8/21/2001,5,-1.8589,-0.4575,-1.1299,17.5882,1.8097
8/21/2001,6,29.6898,62.1914,23.6131,18.5295,2.6397
8/21/2001,7,209.3918,580.2558,80.6136,21.0357,3.5167
8/21/2001,8,398.3065,781.7638,82.9920,23.8645,2.2345
8/21/2001,9,638.5345,790.0408,187.3898,24.1432,1.8593
8/21/2001,10,412.0998,121.9434,316.4368,23.8085,2.3416
8/21/2001,11,503.9110,212.8871,324.6255,24.8765,2.1214
8/21/2001,12,875.9167,810.2085,177.0996,26.6935,1.4801
8/21/2001,13,613.6925,439.0182,225.8047,27.2760,4.6783
8/21/2001,14,713.8315,657.6869,172.8878,28.4272,3.1922
8/21/2001,15,730.2780,729.0659,192.5563,28.8188,2.8558
8/21/2001,16,187.4635,48.6013,151.3793,26.6297,4.9007
8/21/2001,17,270.1710,333.1629,141.3068,25.8665,3.4380
8/21/2001,18,167.8132,284.5888,90.9980,26.3102,2.6108
8/21/2001,19,13.6495,-0.5858,15.0908,23.9502,3.1873
8/21/2001,20,-2.2021,-0.2376,-1.4666,22.7087,3.7490
8/21/2001,21,-1.9889,-0.5452,-1.2024,22.6365,2.8135
8/21/2001,22,-2.4268,-0.6862,-1.4212,21.5253,2.9971
8/21/2001,23,-2.0304,-0.4615,-1.4667,20.8268,3.2300
8/22/2001,0,-2.1672,-0.5936,-1.4323,20.2020,3.0633
8/22/2001,1,-2.3235,-0.4555,-1.5614,19.8035,3.5316
8/22/2001,2,-2.1385,-0.4617,-1.5304,19.4332,4.2596
8/22/2001,3,-2.1495,-0.4229,-1.5586,19.5855,4.6955
8/22/2001,4,-1.8319,-0.3693,-1.3302,19.5367,4.0466
8/22/2001,5,-2.2944,-0.5505,-1.2614,18.8990,2.6185
8/22/2001,6,7.4256,4.3306,8.2138,18.5837,2.7285
8/22/2001,7,48.3556,7.4021,48.1455,18.2295,1.8967
8/22/2001,8,265.9770,344.6030,113.7414,20.1643,2.6307
8/22/2001,9,569.2402,782.5530,124.1172,24.3288,1.6375
8/22/2001,10,713.3548,828.5095,126.0528,24.8740,2.2090
8/22/2001,11,783.3420,764.5371,161.5128,24.6012,3.2544
8/22/2001,12,783.1202,671.3347,204.4455,25.2063,2.6335
8/22/2001,13,445.0873,209.6685,259.4765,25.0123,2.2650
8/22/2001,14,532.5440,240.9259,326.0900,26.0230,2.1628
8/22/2001,15,78.1454,-1.2498,78.6332,24.3980,3.3823
8/22/2001,16,6.7970,-1.3650,7.4621,18.4450,6.5796
8/22/2001,17,35.3608,2.3274,33.0518,15.8993,1.3693
8/22/2001,18,127.3576,170.7713,77.9925,18.0913,2.5469
8/22/2001,19,18.2164,-0.1927,18.8120,19.0115,2.4230
8/22/2001,20,-1.5501,-0.3176,-1.1982,19.2035,5.6612
8/22/2001,21,-1.7419,-0.3842,-1.3173,19.0748,6.3434
8/22/2001,22,-1.5330,-0.4031,-1.1584,19.0143,5.0143
8/22/2001,23,-1.7401,-0.3928,-0.9291,18.4675,3.1142
8/23/2001,0,-2.2656,-0.5224,-1.1460,17.5395,4.6782
8/23/2001,1,-2.1844,-0.3652,-1.1053,16.6658,3.1735
8/23/2001,2,-1.5020,-0.3455,-1.0111,16.2358,3.4429
8/23/2001,3,-1.6769,-0.3781,-1.1152,16.0887,3.3789
8/23/2001,4,-1.8598,-0.4729,-1.1719,15.5725,2.2494
8/23/2001,5,-1.6665,-0.4266,-1.1262,15.6192,1.7291
8/23/2001,6,21.6575,95.1723,14.2872,15.2547,1.9513
8/23/2001,7,144.0528,288.1681,92.2182,17.3895,1.7356
8/23/2001,8,176.5162,30.7013,166.3728,18.1037,1.7061
8/23/2001,9,269.4327,30.9986,265.6507,18.8627,0.7272
8/23/2001,10,613.7037,525.4792,251.8603,19.9202,1.2361
8/23/2001,11,824.2138,864.4898,137.7502,21.2173,1.8297
8/23/2001,12,907.3125,914.2792,134.9925,22.9683,1.9355
8/23/2001,13,888.4558,882.2550,139.0725,23.9237,3.0795
8/23/2001,14,833.4138,912.3628,100.2609,24.7218,2.2661
8/23/2001,15,710.5287,880.2853,84.9456,25.8005,2.5807
8/23/2001,16,520.7989,735.9689,93.0293,26.9073,1.2095
8/23/2001,17,402.7892,796.5698,71.8964,27.4937,1.2558
8/23/2001,18,188.3086,566.4683,50.7701,27.1443,2.8301
8/23/2001,19,25.4072,116.7485,16.3869,24.3673,1.7925
8/23/2001,20,-3.3457,-0.7725,-1.6526,22.1403,0.6764
8/23/2001,21,-2.4762,-0.7451,-1.5631,20.8585,1.5007
8/23/2001,22,-2.2618,-0.4808,-1.7068,20.1778,1.9724
8/23/2001,23,-2.5158,-0.8124,-1.6300,19.8678,1.7682
8/24/2001,0,-3.3530,-0.2420,-2.0408,20.1273,1.6572
8/24/2001,1,-2.7284,-0.4626,-2.0093,21.3288,4.3105
8/24/2001,2,-2.4728,-0.4441,-2.0335,21.7512,6.5515
8/24/2001,3,-2.4572,-0.4949,-2.0036,21.5823,6.8619
8/24/2001,4,-2.4292,-0.4756,-2.0232,21.4102,6.8830
8/24/2001,5,-2.5106,-0.5496,-1.9870,21.0465,6.0203
8/24/2001,6,19.8436,140.7415,10.1766,21.1220,6.7663
8/24/2001,7,170.8081,609.8300,43.9663,22.6317,7.2328
8/24/2001,8,375.1415,800.6562,62.2297,24.7408,6.1681
8/24/2001,9,567.8160,890.3535,72.7301,26.9480,4.1107
8/24/2001,10,720.7310,922.9520,82.1660,28.3137,1.6392
8/24/2001,11,820.0438,905.0492,106.9814,28.5340,2.3580
8/24/2001,12,909.1548,954.9143,104.1469,29.5027,3.0937
8/24/2001,13,901.1953,897.2877,144.0583,30.2387,3.1892
8/24/2001,14,809.0490,710.2366,248.0077,30.2642,2.9717
8/24/2001,15,659.1447,564.1240,263.4463,30.6313,2.4059
8/24/2001,16,357.1277,226.9373,253.8993,30.4763,0.7701
8/24/2001,17,199.6697,126.1519,164.9735,29.7482,0.5240
8/24/2001,18,90.0698,24.1177,94.7441,29.2980,0.5210
8/24/2001,19,5.0157,-0.6427,7.6109,27.8008,0.8079
8/24/2001,20,-2.9254,-0.4675,-1.4878,27.0668,0.4537
8/24/2001,21,-2.9115,-0.6393,-1.3325,25.2040,2.1286
8/24/2001,22,-2.1996,-0.2080,-1.3502,24.3912,3.4465
8/24/2001,23,-3.4677,-0.3797,-1.9644,25.2338,3.7611
8/25/2001,0,-3.1993,-0.7561,-1.3429,24.0088,0.8494
8/25/2001,1,-2.1445,-0.5296,-1.4482,21.8712,2.5403
8/25/2001,2,-1.5896,-0.3535,-1.2160,21.4612,1.8903
8/25/2001,3,-2.1421,-0.4080,-1.3285,21.3028,2.9094
8/25/2001,4,-1.9707,-0.4200,-1.0254,20.1893,0.8678
8/25/2001,5,-3.6361,-1.2033,-1.5407,18.9893,0.7674
8/25/2001,6,-0.0587,-0.6606,0.6357,18.0390,1.3502
8/25/2001,7,11.0178,-0.1962,11.8228,18.5838,0.2331
8/25/2001,8,64.0938,0.7908,70.5619,18.8352,1.1564
8/25/2001,9,157.4163,32.4197,149.3138,19.5923,1.6719
8/25/2001,10,523.1963,382.3107,261.8785,21.4485,4.8895
8/25/2001,11,786.2587,726.9358,209.8570,22.6547,5.9865
8/25/2001,12,896.6897,911.6265,128.3818,24.3168,4.8596
8/25/2001,13,919.0473,930.0265,131.9560,25.9013,4.7946
8/25/2001,14,747.6075,561.4642,307.3720,25.4052,4.1015
8/25/2001,15,449.0368,278.8939,271.7860,25.5158,2.1079
8/25/2001,16,560.3875,788.7670,113.4309,26.6295,2.5816
8/25/2001,17,389.2848,803.7468,59.2924,26.2527,2.3799
8/25/2001,18,185.8695,620.7635,41.6179,25.8037,1.5840
8/25/2001,19,22.1739,133.3125,11.5503,24.0920,0.1158
8/25/2001,20,-3.9947,-0.9974,-1.7109,22.0572,0.1663
8/25/2001,21,-3.3741,-0.8532,-1.6614,21.4302,0.8741
8/25/2001,22,-2.4983,-0.6003,-1.7488,19.5528,1.8513
8/25/2001,23,-2.7979,-0.8987,-1.6540,19.1958,1.8217
8/26/2001,0,-2.6819,-0.6687,-1.6951,18.6040,1.8349
8/26/2001,1,-2.6540,-0.7230,-1.7239,18.5325,2.0987
8/26/2001,2,-2.5621,-0.6642,-1.7284,18.1430,2.3385
8/26/2001,3,-2.4852,-0.5660,-1.7752,18.2517,3.1650
8/26/2001,4,-2.5260,-0.5636,-1.8280,18.3477,3.0129
8/26/2001,5,-2.5536,-0.5979,-1.7870,18.1105,3.1147
8/26/2001,6,18.8653,147.6075,9.7404,18.4460,3.2307
8/26/2001,7,167.7123,629.8178,41.6533,20.2182,2.4426
8/26/2001,8,373.5037,827.6118,56.4802,23.6233,2.0647
8/26/2001,9,572.3008,900.9097,76.0043,24.8067,1.4436
8/26/2001,10,721.5695,858.7847,128.6767,26.7492,2.7487
8/26/2001,11,854.7993,983.7487,78.3280,29.6062,3.5939
8/26/2001,12,912.2942,994.2703,76.4798,30.0397,2.6369
8/26/2001,13,910.8103,985.5383,80.7887,30.1698,2.5002
8/26/2001,14,847.0730,965.6788,80.1746,30.8828,2.4387
8/26/2001,15,732.3018,930.4408,80.0887,31.1433,2.1103
8/26/2001,16,571.8013,874.5313,76.8146,31.6895,1.5681
8/26/2001,17,382.0873,779.0345,66.5265,30.7050,1.5267
8/26/2001,18,184.6167,580.2690,53.1593,30.0970,1.1793
8/26/2001,19,21.3643,105.3302,13.4380,27.6842,2.4476
8/26/2001,20,-4.2557,-0.8580,-1.8549,25.0940,0.9788
8/26/2001,21,-3.1721,-0.7767,-1.8767,23.4067,1.2980
8/26/2001,22,-3.2709,-0.7989,-1.9155,22.8360,1.4317
8/26/2001,23,-2.9518,-0.7432,-1.8416,22.7032,1.9942
8/27/2001,0,-3.4675,-0.6168,-1.7998,21.8550,1.1760
8/27/2001,1,-2.6964,-0.6091,-1.8158,21.0858,2.0813
8/27/2001,2,-3.2472,-0.5886,-1.6921,20.4007,3.2391
8/27/2001,3,-2.9678,-0.4296,-1.7278,19.3518,2.6790
8/27/2001,4,-2.2058,-0.4652,-1.6679,19.2347,2.4674
8/27/2001,5,-2.0610,-0.4894,-1.6610,19.4017,2.1675
8/27/2001,6,16.1778,105.9250,10.2876,20.2513,2.2897
8/27/2001,7,156.8210,555.1475,46.1376,22.4388,2.5642
8/27/2001,8,359.3328,773.6297,66.1275,26.4173,1.3444
8/27/2001,9,549.0198,857.0848,78.4860,24.6427,1.7646
8/27/2001,10,706.2633,908.1707,86.5985,25.6653,1.1552
8/27/2001,11,838.5182,943.3512,102.6067,26.8652,1.6470
8/27/2001,12,668.3322,475.0922,292.4050,28.2213,2.8283
8/27/2001,13,917.5073,892.3532,180.3222,29.8307,2.0896
8/27/2001,14,853.2132,925.5687,128.0010,32.6395,2.4610
8/27/2001,15,739.9792,874.9993,136.2053,32.6720,3.2011
8/27/2001,16,317.3380,228.5679,194.1585,31.6048,3.0386
8/27/2001,17,306.1577,427.0565,151.3165,31.0653,3.9862
8/27/2001,18,207.6675,410.2554,112.2040,30.0340,3.8728
8/27/2001,19,8.2306,-0.7497,10.7164,27.3588,3.8069
8/27/2001,20,-2.9205,-0.5685,-1.5458,26.4002,2.4520
8/27/2001,21,-2.8066,-0.7887,-1.7425,24.9803,4.2728
8/27/2001,22,-2.8192,-0.3395,-2.0136,24.6017,5.2072
8/27/2001,23,-3.1959,-0.5303,-1.5520,24.2157,2.0523
8/28/2001,0,-2.9605,-0.5722,-1.6011,23.5758,1.5431
8/28/2001,1,-2.9387,-0.5790,-1.6089,23.1242,0.6994
8/28/2001,2,-2.7458,-0.4686,-1.3520,22.2157,0.7990
8/28/2001,3,-3.5101,-0.7818,-1.7581,21.5335,1.3237
8/28/2001,4,-3.0154,-0.4490,-2.0249,21.6923,2.4728
8/28/2001,5,-3.5720,-0.8543,-1.7962,21.5122,2.1617
8/28/2001,6,17.1322,107.6236,12.5699,18.2312,1.5878
8/28/2001,7,154.2519,539.7155,49.9027,19.7030,1.3753
8/28/2001,8,357.7793,763.4870,68.6651,20.7207,2.9995
8/28/2001,9,547.6812,857.1790,80.6559,22.7658,1.6468
8/28/2001,10,706.3660,906.5497,91.8465,25.2137,0.9778
8/28/2001,11,836.2747,927.9605,117.7835,26.3043,1.4821
8/28/2001,12,323.7723,47.9302,305.9553,26.0472,0.7663
8/28/2001,13,268.1115,17.8298,275.3373,26.9352,0.8692
8/28/2001,14,582.2822,187.3832,464.8613,28.3195,3.1551
8/28/2001,15,502.4983,208.4407,384.1013,27.7240,5.2103
8/28/2001,16,224.5030,116.6350,164.0861,27.6185,4.0559
8/28/2001,17,110.3030,2.9615,118.9272,26.0682,5.5080
8/28/2001,18,137.2264,216.5605,99.1235,25.0773,4.1807
8/28/2001,19,18.6394,62.6617,14.0114,23.7860,4.4396
8/28/2001,20,-3.4643,-0.8437,-1.8886,22.6990,2.9060
8/28/2001,21,-3.2565,-0.6015,-1.9314,21.8003,2.7780
8/28/2001,22,-3.1849,-0.4827,-2.0064,21.9320,4.1079
8/28/2001,23,-2.7452,-0.4614,-1.9675,22.3547,4.6699
8/29/2001,0,-2.6389,-0.6238,-1.8737,21.4573,3.6375
8/29/2001,1,-2.5136,-0.4862,-1.8214,20.9175,3.5852
8/29/2001,2,-2.8689,-0.7284,-1.8611,20.5725,2.1977
8/29/2001,3,-2.5288,-0.4781,-1.8689,20.3915,3.9366
8/29/2001,4,-2.4969,-0.4408,-1.9287,20.5310,4.8574
8/29/2001,5,-2.5061,-0.3853,-1.9331,20.5392,5.3565
8/29/2001,6,13.8044,89.8436,8.8990,20.9888,5.2669
8/29/2001,7,152.3797,527.1405,50.5213,23.2577,3.9411
8/29/2001,8,352.1298,730.7042,79.7454,26.7183,2.6744
8/29/2001,9,542.3998,823.8132,98.9349,27.7758,0.8518
8/29/2001,10,696.0002,855.2315,118.4678,28.2290,1.7089
8/29/2001,11,750.7030,692.1405,232.0772,28.3812,2.1340
8/29/2001,12,474.8918,249.0060,285.8512,28.4222,5.8399
8/29/2001,13,535.2157,242.8271,360.6733,28.9852,2.2255
8/29/2001,14,606.5880,388.4501,320.5140,29.5060,2.4084
8/29/2001,15,435.0418,145.1964,356.5587,28.4178,6.6397
8/29/2001,16,298.2478,74.5357,273.8343,27.8742,5.5190
8/29/2001,17,139.7503,0.8631,152.9867,27.1560,2.8795
8/29/2001,18,71.1239,2.5436,78.9894,25.6380,1.4019
8/29/2001,19,4.7294,-0.2949,7.7261,24.1980,0.7371
8/29/2001,20,-3.1484,-0.6380,-1.5612,22.7048,0.7430
8/29/2001,21,-3.0452,-0.7261,-1.4196,21.7312,1.0064
8/29/2001,22,-2.1050,-0.3098,-1.6525,20.8160,4.2873
8/29/2001,23,-2.6725,-0.7609,-1.3543,20.0288,1.5714
8/30/2001,0,-2.9251,-0.3779,-1.4572,19.1180,2.8481
8/30/2001,1,-3.1605,-0.4169,-1.5733,18.8538,3.1624
8/30/2001,2,-2.8284,-0.8148,-1.2858,17.0110,2.2223
8/30/2001,3,-3.0290,-0.5165,-1.3613,15.8270,1.5977
8/30/2001,4,-2.9066,-0.5998,-1.2928,14.7487,1.4073
8/30/2001,5,-2.9263,-0.5523,-1.2752,13.8582,1.0385
8/30/2001,6,10.5572,35.9583,10.5538,12.9068,1.3249
8/30/2001,7,142.3228,369.5947,74.8234,14.6743,1.3302
8/30/2001,8,365.4870,613.6615,143.3985,16.9677,1.1452
8/30/2001,9,501.4532,678.7043,142.6262,17.3075,1.0899
8/30/2001,10,677.6537,733.3957,187.9568,18.7582,1.2416
8/30/2001,11,818.1897,828.2210,183.0113,20.1255,1.7265
8/30/2001,12,635.5567,288.9911,424.6083,21.5060,1.9751
8/30/2001,13,590.0970,252.9367,400.6650,23.0895,3.0414
8/30/2001,14,565.5992,261.5217,380.5355,24.2917,1.6729
8/30/2001,15,591.4878,335.9220,388.0397,25.0575,1.3101
8/30/2001,16,579.1487,644.7025,238.5638,26.4050,3.9819
8/30/2001,17,191.3974,157.0573,130.8776,24.8603,3.2978
8/30/2001,18,32.7429,-0.4651,37.3471,23.1212,2.0832
8/30/2001,19,0.0623,-0.6457,1.1040,21.6580,3.1112
8/30/2001,20,-1.6775,-0.3705,-0.9342,20.1007,1.5323
8/30/2001,21,-1.5318,-0.3695,-0.9971,19.9118,1.4306
8/30/2001,22,-1.8105,-0.4848,-1.1202,19.7837,2.9187
8/30/2001,23,-3.0561,-0.6521,-1.4844,19.3460,1.3663
8/31/2001,0,-3.1717,-0.6735,-1.5750,18.9308,0.4576
8/31/2001,1,-3.0313,-0.3860,-1.6250,18.8545,0.7869
8/31/2001,2,-2.9439,-0.7736,-1.3867,17.4823,1.1771
8/31/2001,3,-3.0674,-0.5062,-1.4280,16.6875,1.7536
8/31/2001,4,-2.7401,-0.4573,-1.4457,16.3587,1.4850
8/31/2001,5,-2.5409,-0.5998,-1.3029,15.5913,1.5146
8/31/2001,6,17.3990,59.6703,16.2349,15.0502,0.3114
8/31/2001,7,97.0823,132.1975,81.1473,16.7985,0.1283
8/31/2001,8,334.5823,534.1556,153.2132,20.0075,0.1869
8/31/2001,9,342.4423,50.9131,343.2908,22.3128,0.2906
8/31/2001,10,581.3492,430.0220,302.6310,22.9970,1.2206
8/31/2001,11,654.4585,358.3350,403.9113,23.4630,1.8595
8/31/2001,12,404.8957,46.0971,391.8555,23.5587,1.2394
8/31/2001,13,122.3741,-0.5764,132.1209,22.4533,2.8491
8/31/2001,14,316.0988,12.5775,328.7918,22.2293,2.7117
8/31/2001,15,700.9623,452.8370,420.4660,25.3013,2.6863
8/31/2001,16,333.1330,213.6836,230.1127,25.6782,2.1834
8/31/2001,17,77.3277,42.0154,62.5702,21.6593,3.8353
8/31/2001,18,59.6846,24.8073,60.6997,19.2513,1.1080
8/31/2001,19,7.5693,-0.4012,9.8243,18.2227,0.7351
8/31/2001,20,-1.6457,-0.6642,-1.5174,18.2837,1.1357
8/31/2001,21,-1.4867,-0.4006,-1.5150,18.2118,2.3982
8/31/2001,22,-1.7494,-0.3387,-1.4786,18.3690,3.8942
8/31/2001,23,-1.5754,-0.3365,-1.3167,18.1553,3.2568
9/1/2001,0,-1.4455,-0.2751,-1.0085,19.1223,1.5430
9/1/2001,1,-2.0206,-0.6040,-1.1580,18.2792,1.6388
9/1/2001,2,-2.5122,-0.6029,-1.5422,17.6885,1.9522
9/1/2001,3,-2.7208,-0.7592,-1.4952,17.4603,0.8881
9/1/2001,4,-2.3373,-0.1955,-1.6650,17.6047,4.5420
9/1/2001,5,-1.9024,-0.5466,-1.4607,16.9250,3.3518
9/1/2001,6,12.6241,67.6152,9.8433,16.8358,1.9846
9/1/2001,7,185.8025,535.1143,91.4123,19.3895,0.7114
9/1/2001,8,317.7055,505.0530,155.2137,24.4767,0.4347
9/1/2001,9,395.7940,373.1814,202.2898,22.8138,1.8988
9/1/2001,10,652.0393,620.3494,238.5428,25.3300,5.3118
9/1/2001,11,810.4383,875.1067,138.2620,25.4182,2.2638
9/1/2001,12,659.0747,537.6832,231.6112,26.1788,2.3980
9/1/2001,13,539.3007,339.1965,277.1392,26.3007,2.3063
9/1/2001,14,442.0658,199.8211,304.5855,26.2102,2.3265
9/1/2001,15,246.6885,35.4254,237.8010,26.0103,2.6495
9/1/2001,16,123.1468,-0.3169,134.5740,25.1373,4.5790
9/1/2001,17,148.9480,23.0722,153.5393,25.5427,1.7554
9/1/2001,18,64.1458,36.6342,63.7287,24.4618,1.7005
9/1/2001,19,1.9990,-0.9937,4.8635,22.5965,0.2050
9/1/2001,20,-2.8573,-0.4144,-1.7110,22.1022,1.3951
9/1/2001,21,-3.0783,-0.7383,-1.7676,21.3862,2.3890
9/1/2001,22,-2.4947,-0.4264,-1.9012,21.1618,5.1200
9/1/2001,23,-2.4257,-0.3535,-1.9052,21.3852,5.2249
9/2/2001,0,-2.4089,-0.4151,-1.9532,21.8280,5.6397
9/2/2001,1,-2.6708,-0.4732,-2.0093,22.0273,5.4702
9/2/2001,2,-2.8469,-0.5859,-2.0130,21.8472,4.3833
9/2/2001,3,-2.8882,-0.3865,-2.0508,21.8328,5.1385
9/2/2001,4,-2.5235,-0.4416,-2.0399,22.0912,6.6029
9/2/2001,5,-2.3794,-0.4497,-2.0120,22.1388,7.5673
9/2/2001,6,10.4332,71.4697,7.1809,21.8888,7.5169
9/2/2001,7,138.0576,1010.2833,47.0047,22.9535,5.4786
9/2/2001,8,340.3592,4276.5000,73.6710,25.3252,4.8302
9/2/2001,9,529.2982,0.0000,88.7854,26.6242,2.3413
9/2/2001,10,709.2950,36.8945,124.9813,27.2763,1.4253
9/2/2001,11,675.5260,541.9330,286.3137,27.8398,2.7990
9/2/2001,12,674.8023,451.8760,322.0827,27.1735,3.8599
9/2/2001,13,470.6302,98.6760,416.0582,27.5555,3.7044
9/2/2001,14,520.3750,140.7155,439.1370,28.3188,1.4514
9/2/2001,15,757.7952,858.6412,188.7567,28.8658,3.4906
9/2/2001,16,343.4330,381.5437,138.0062,28.4188,2.5669
9/2/2001,17,218.1612,310.2539,126.6260,26.9915,3.6850
9/2/2001,18,127.9789,374.7952,50.5036,27.1588,2.8983
9/2/2001,19,6.0434,18.8832,6.6380,24.2713,3.5974
9/2/2001,20,-1.7461,-0.3959,-1.5021,23.9442,4.9192
9/2/2001,21,-2.6628,-0.5494,-1.9563,23.3038,4.8797
9/2/2001,22,-2.5104,-0.6146,-1.9463,22.8930,5.4055
9/2/2001,23,-2.5907,-0.5343,-1.9256,22.1790,4.6614
9/3/2001,0,-2.5992,-0.4833,-1.8583,21.7792,4.1780
9/3/2001,1,-2.4156,-0.4860,-1.6502,21.2862,3.6640
9/3/2001,2,-2.8441,-0.5539,-1.7440,20.4917,3.1540
9/3/2001,3,-2.5686,-0.5485,-1.7801,19.7163,2.8180
9/3/2001,4,-2.7286,-0.4150,-1.8074,19.5213,3.2710
9/3/2001,5,-2.4888,-0.4363,-1.8433,19.6385,3.6294
9/3/2001,6,7.2076,13.9080,8.2193,20.2373,4.1034
9/3/2001,7,118.7656,266.6816,71.8469,21.5742,3.5999
9/3/2001,8,325.0974,642.8944,92.8123,23.9098,1.8355
9/3/2001,9,527.7463,820.4865,96.0516,24.1477,1.2003
9/3/2001,10,692.6008,886.2027,105.6811,26.2388,1.2444
9/3/2001,11,787.0788,877.3173,120.6595,27.8357,2.1603
9/3/2001,12,886.2867,935.6098,129.9363,29.0170,2.3694
9/3/2001,13,873.8478,934.4497,116.7813,29.7548,2.2604
9/3/2001,14,793.6092,852.5932,148.1203,30.1907,2.3409
9/3/2001,15,560.7263,615.0804,168.7663,29.8960,1.7044
9/3/2001,16,400.4593,478.7357,159.4988,29.7693,1.3800
9/3/2001,17,289.0240,558.2547,88.5825,29.6828,1.9659
9/3/2001,18,100.4516,274.1347,48.4309,28.9747,0.1594
9/3/2001,19,1.1268,0.6752,4.8515,26.3553,0.2093
9/3/2001,20,-3.3052,-0.6694,-1.6449,24.1288,1.2625
9/3/2001,21,-3.6422,-0.8413,-1.7741,23.0045,0.6948
9/3/2001,22,-3.6092,-0.7502,-1.7947,21.9537,0.7271
9/3/2001,23,-3.4474,-0.7654,-1.8076,21.6820,0.5493
9/4/2001,0,-3.5843,-0.7137,-1.7669,20.7662,0.6826
9/4/2001,1,-3.0243,-0.6915,-1.7712,20.0013,0.9654
9/4/2001,2,-3.4411,-0.6236,-1.7724,20.1430,0.3766
9/4/2001,3,-3.3463,-0.5775,-1.8281,20.7443,0.8142
9/4/2001,4,-2.6612,-0.5523,-1.8307,20.0785,1.8496
9/4/2001,5,-2.5576,-0.3960,-1.8679,20.6665,3.6846
9/4/2001,6,7.5578,62.4652,6.7457,19.3145,0.6288
9/4/2001,7,132.5014,117.4054,44.3900,19.1717,0.2250
9/4/2001,8,331.7713,-0.2329,68.8547,20.7067,1.1815
9/4/2001,9,520.8588,-0.0184,82.7928,22.7560,0.5423
9/4/2001,10,680.9745,-0.0003,90.4484,25.5132,0.6354
9/4/2001,11,799.7173,0.0000,93.6430,27.1280,1.6102
9/4/2001,12,859.2800,0.0000,97.8515,27.9837,2.0291
9/4/2001,13,860.7728,0.0000,102.9766,29.0627,2.0720
9/4/2001,14,793.9618,0.0000,110.5508,29.8015,2.0167
9/4/2001,15,688.1777,0.0000,98.6564,30.0110,2.0223
9/4/2001,16,469.0183,7.0262,102.9431,30.1960,1.6164
9/4/2001,17,77.4803,10.0257,81.1204,28.5627,1.2518
9/4/2001,18,33.1395,8.0830,36.9367,26.9860,3.7108
9/4/2001,19,0.9954,-0.5388,3.2887,25.3442,4.9957
9/4/2001,20,-3.8392,-0.4982,-1.9411,23.7283,3.3248
9/4/2001,21,-3.5602,-0.2941,-2.0246,23.8590,4.4199
9/4/2001,22,-4.1977,-0.8764,-1.6800,21.6572,1.0441
9/4/2001,23,-3.5607,-0.8370,-1.7472,19.8838,0.7341
9/5/2001,0,-3.4960,-0.6959,-1.7857,19.7330,0.4902
9/5/2001,1,-3.2854,-0.6566,-1.7775,18.7967,0.2178
9/5/2001,2,-2.9034,-0.5197,-1.6405,19.4773,0.2110
9/5/2001,3,-3.0594,-0.6128,-1.7213,19.1983,0.5612
9/5/2001,4,-3.4599,-0.5998,-1.6253,18.6087,2.0225
9/5/2001,5,-3.6495,-0.6934,-1.5850,17.6430,1.4778
9/5/2001,6,4.6366,39.6605,5.4348,16.0737,0.3734
9/5/2001,7,129.4529,493.4200,41.8721,17.7487,0.1360
9/5/2001,8,328.5872,741.5138,65.2929,20.1225,0.9319
9/5/2001,9,522.6367,852.4663,76.7042,21.4052,0.8704
9/5/2001,10,679.2058,897.0770,89.5128,23.0768,0.8292
9/5/2001,11,798.8447,930.9058,96.2180,24.5185,1.4216
9/5/2001,12,544.2353,501.0105,152.4913,25.7682,1.5397
9/5/2001,13,205.9453,2.3073,220.6773,26.0933,3.6032
9/5/2001,14,267.5950,51.7813,245.5070,24.5150,4.8548
9/5/2001,15,377.2327,213.3736,260.2273,26.6760,5.0031
9/5/2001,16,380.5040,241.5696,266.6430,27.3952,5.6919
9/5/2001,17,198.8439,236.7319,132.2236,25.7392,3.3530
9/5/2001,18,138.7346,398.1402,67.3330,24.2178,3.5678
