DATE (MM/DD/YYYY),HOUR-MST,Avg Global PSP Vent [W/m^2],Avg Direct CH1 [W/m^2],Avg Diffuse 8-48 Vent [W/m^2],Avg Deck Dry Bulb Temp [deg C],Avg Avg Wind Speed @ 10ft [m/s]
1/17/2004,1,-5.3716,-0.4113,-0.3053,1.2954,1.0127
1/17/2004,2,-5.5376,-0.3197,-0.2721,0.7444,1.3059
1/17/2004,3,-7.0526,-0.3759,-0.2782,0.0046,2.1204
1/17/2004,4,-7.0982,-0.3968,-0.2685,-0.3858,2.8454
1/17/2004,5,-7.0126,-0.3073,-0.2256,-0.6466,2.9820
1/17/2004,6,-7.0446,-0.3169,-0.2396,-0.7929,2.9693
1/17/2004,7,-6.7662,-0.3046,-0.2303,-0.8699,2.8242
1/17/2004,8,7.5222,0.6641,12.0564,-0.5767,2.4287
1/17/2004,9,140.0161,327.8471,85.6912,1.5995,1.9613
1/17/2004,10,206.5210,86.3354,186.1353,3.1949,1.1102
1/17/2004,11,406.5592,713.1935,111.7345,3.7012,1.1941
1/17/2004,12,509.2461,926.4447,86.7446,4.0853,1.3009
1/17/2004,13,521.2627,951.5708,79.2443,4.8007,1.4186
1/17/2004,14,474.0975,936.0185,73.0471,5.6550,1.3298
1/17/2004,15,364.6163,890.9420,67.0134,6.4629,1.4149
1/17/2004,16,195.5589,663.6985,58.4749,5.7292,1.3187
1/17/2004,17,47.5453,240.9120,30.7954,4.5598,0.5090
1/17/2004,18,-6.1413,-0.7894,0.4770,2.7049,0.3225
1/17/2004,19,-6.6647,-0.4939,-0.3339,1.3124,0.5408
1/17/2004,20,-6.8593,-0.5363,-0.3340,0.6010,1.7280
1/17/2004,21,-6.9414,-0.4042,-0.2897,0.3375,2.0537
1/17/2004,22,-6.8146,-0.5200,-0.3525,0.1877,1.6651
1/17/2004,23,-6.9185,-0.3597,-0.2800,0.1857,1.9901
1/18/2004,0,-6.9746,-0.4009,-0.2877,-0.0152,2.0600
1/18/2004,1,-7.2005,-0.4088,-0.2989,-0.4382,2.4094
1/18/2004,2,-7.0124,-0.4485,-0.3052,-0.6672,2.0868
1/18/2004,3,-6.9470,-0.4769,-0.3054,-0.9676,1.9292
1/18/2004,4,-7.0543,-0.4120,-0.2660,-1.5405,2.2953
1/18/2004,5,-6.9962,-0.3312,-0.2406,-1.7809,2.2082
1/18/2004,6,-6.8314,-0.5490,-0.3631,-2.0181,1.1333
1/18/2004,7,-6.6016,-0.4656,-0.2031,-2.6383,1.5373
1/18/2004,8,19.7735,273.5386,11.5861,-2.4212,0.5154
1/18/2004,9,163.0553,779.3983,36.0846,1.4694,0.1199
1/18/2004,10,320.5811,918.6010,49.0001,0.6077,1.5789
1/18/2004,11,448.9775,973.0968,57.5175,0.2782,2.2563
1/18/2004,12,475.7579,863.7305,80.8858,1.2812,1.4630
1/18/2004,13,514.4951,961.6133,65.8118,2.6645,1.2042
1/18/2004,14,465.6695,908.5220,72.9654,4.1433,0.8280
1/18/2004,15,308.7888,686.6027,76.4655,4.7847,0.7728
1/18/2004,16,196.2947,625.6067,64.2132,6.4218,1.8698
1/18/2004,17,45.4740,188.6853,34.0577,4.5839,1.1315
1/18/2004,18,-5.4950,-0.7709,0.8740,2.7838,0.1869
1/18/2004,19,-6.3959,-0.5792,-0.4082,1.6325,0.5481
1/18/2004,20,-6.1377,-0.4914,-0.3556,0.8325,0.8726
1/18/2004,21,-6.2946,-0.5662,-0.3988,-0.0752,0.8655
1/18/2004,22,-6.7038,-0.5503,-0.2747,-0.6379,1.4291
1/18/2004,23,-6.4998,-0.4632,-0.2589,-0.9317,0.8478
1/19/2004,0,-6.8674,-0.8337,-0.5368,-2.5871,0.7996
1/19/2004,1,-5.7890,-0.6642,-0.5078,-4.6766,0.1975
1/19/2004,2,-5.5027,-0.4110,-0.2516,-4.6170,0.8189
1/19/2004,3,-5.3655,-0.2357,-0.1936,-2.7203,0.8946
1/19/2004,4,-5.6558,-0.2266,-0.1177,-0.8513,1.1802
1/19/2004,5,-5.5561,0.2433,-0.0129,1.9656,2.1898
1/19/2004,6,-6.6654,-0.3745,-0.1371,4.0019,2.6220
1/19/2004,7,-6.0709,0.0171,-0.0797,4.5286,3.3546
1/19/2004,8,1.6159,57.0639,7.0789,2.9375,1.5607
1/19/2004,9,39.0511,0.0113,44.9021,5.0100,3.7561
1/19/2004,10,143.5273,1.8086,150.3072,5.8964,5.3652
1/19/2004,11,303.1505,232.5384,212.1273,6.8173,5.7168
1/19/2004,12,376.0163,182.1883,294.2000,6.2747,2.4721
1/19/2004,13,458.2328,330.6172,302.3153,5.6464,3.1944
1/19/2004,14,218.4010,6.5780,220.3030,5.2381,3.6809
1/19/2004,15,129.1271,0.4630,132.4849,3.7324,1.8406
1/19/2004,16,69.2778,-0.0976,73.6017,2.7798,1.8712
1/19/2004,17,12.1820,-0.2954,17.2731,2.1687,1.4876
1/19/2004,18,-4.6322,-0.3659,0.1382,1.5843,0.7170
1/19/2004,19,-4.0447,-0.2749,-0.2988,1.4543,0.2569
1/19/2004,20,-4.0839,-0.3771,-0.3501,1.4984,0.2992
1/19/2004,21,-3.9923,-0.3106,-0.3662,1.3684,0.3404
1/19/2004,22,-5.5415,-0.5043,-0.3006,1.0862,1.5590
1/19/2004,23,-5.4035,-0.3508,-0.3228,0.1040,0.7988
1/20/2004,0,-4.2863,-0.2977,-0.3746,-0.2922,0.1789
1/20/2004,1,-3.9041,-0.2404,-0.3197,-0.5634,0.2092
1/20/2004,2,-4.0058,-0.2047,-0.3085,-0.0964,0.6459
1/20/2004,3,-4.5042,-0.4873,-0.3737,-0.6211,0.2586
1/20/2004,4,-4.2837,-0.4048,-0.3382,-0.8169,1.2184
1/20/2004,5,-3.5662,-0.3824,-0.3274,-1.4847,1.1651
1/20/2004,6,-3.9739,-0.4148,-0.3455,-1.8810,1.1207
1/20/2004,7,-3.2228,-0.2953,-0.3007,-2.0419,0.3984
1/20/2004,8,2.7626,-0.1648,5.4269,-2.3391,0.1122
1/20/2004,9,49.3134,0.2631,51.6031,-2.2119,0.0965
1/20/2004,10,118.1710,0.2850,119.1505,-1.6158,0.2452
1/20/2004,11,178.9348,0.4047,178.8805,-1.1715,1.3407
1/20/2004,12,124.2091,0.0386,124.9876,-1.5117,0.5809
1/20/2004,13,126.5260,0.0724,129.5299,-2.2394,1.1917
1/20/2004,14,117.0384,0.3048,121.8357,-2.0505,0.6778
1/20/2004,15,124.0025,0.4259,127.5311,-2.2038,1.5624
1/20/2004,16,80.2929,0.0874,85.8581,-2.1734,1.3902
1/20/2004,17,11.9684,-0.2801,17.4273,-2.3902,1.5671
1/20/2004,18,-4.6065,-0.3576,0.4970,-2.6813,1.1719
1/20/2004,19,-4.7179,-0.1367,-0.0971,-2.8311,1.0559
1/20/2004,20,-4.9172,-0.1373,-0.3786,-2.9742,0.1836
1/20/2004,21,-4.7420,0.0554,-0.2995,-3.1904,0.6239
1/20/2004,22,-3.5978,0.0907,-0.1644,-3.0531,0.1742
1/20/2004,23,-3.5962,0.0027,-0.2523,-3.0256,0.6106
1/21/2004,0,-3.7153,-0.0432,-0.2837,-2.9159,0.6561
1/21/2004,1,-5.4782,-0.4904,-0.4397,-3.5096,0.3905
1/21/2004,2,-5.5769,-0.4661,-0.3270,-4.5444,1.1570
1/21/2004,3,-5.9700,-0.3913,-0.2784,-4.8647,1.9968
1/21/2004,4,-5.7328,-0.3115,-0.2573,-5.0251,2.2016
1/21/2004,5,-6.4694,-0.3773,-0.2839,-5.6042,3.1838
1/21/2004,6,-6.1873,-0.3782,-0.2639,-5.9787,2.9685
1/21/2004,7,-5.8206,-0.3190,-0.1957,-6.0943,2.9229
1/21/2004,8,20.0787,222.8588,14.0391,-5.9190,3.5309
1/21/2004,9,163.7558,718.4107,42.7808,-2.4664,1.5771
1/21/2004,10,316.2192,897.9653,56.1773,0.0114,0.3978
1/21/2004,11,461.0290,971.4553,62.7539,-0.1780,0.7561
1/21/2004,12,529.6067,996.4865,65.4739,1.4043,0.3496
1/21/2004,13,538.1502,996.1528,64.9166,2.6774,1.3688
1/21/2004,14,490.8022,976.1757,61.3377,4.2054,1.4490
1/21/2004,15,379.1687,928.8353,54.6176,7.7245,1.3581
1/21/2004,16,221.0960,809.8622,43.8382,7.0597,1.0680
1/21/2004,17,56.6752,392.1893,22.6537,4.8147,0.4025
1/21/2004,18,-6.9024,-0.6228,1.0084,2.9303,1.6602
1/21/2004,19,-8.4571,-0.3597,-0.1363,2.6060,3.6300
1/21/2004,20,-7.6564,-0.5235,-0.2363,1.5432,1.9691
1/21/2004,21,-7.3661,-0.5342,-0.2585,1.1604,1.4763
1/21/2004,22,-7.9549,-0.6909,-0.1700,-0.3126,2.3541
1/21/2004,23,-6.4423,-0.4521,-0.3022,-1.4553,0.9679
1/22/2004,0,-7.1549,-0.6526,-0.4323,-1.7865,1.5276
1/22/2004,1,-6.6622,-0.5847,-0.3412,-3.2958,0.6903
1/22/2004,2,-5.7807,-0.6668,-0.4471,-3.7721,0.1643
1/22/2004,3,-6.0346,-0.4785,-0.3333,-4.9691,0.9200
1/22/2004,4,-5.9854,-0.4743,-0.2738,-3.8042,1.7544
1/22/2004,5,-6.1384,-0.5487,-0.3218,-4.7831,0.6125
1/22/2004,6,-6.1580,-0.5085,-0.1095,-5.3967,0.8002
1/22/2004,7,-5.6354,-0.5207,-0.3258,-5.3473,0.4229
1/22/2004,8,35.9908,284.6553,26.5421,-6.0052,1.1648
1/22/2004,9,170.5674,584.9508,72.4604,-2.9279,0.6288
1/22/2004,10,361.0265,865.8216,109.2807,-2.3670,1.5754
1/22/2004,11,171.6111,48.4336,153.1683,-0.4120,0.2157
1/22/2004,12,362.0292,471.3096,137.6238,-0.0878,0.5452
1/22/2004,13,540.0237,1007.0123,59.9061,2.8149,1.7551
1/22/2004,14,494.2585,988.8702,55.2603,6.2219,1.1916
1/22/2004,15,385.0911,952.4513,49.1904,7.6769,1.4136
1/22/2004,16,228.9227,858.7348,39.8939,8.8495,2.8800
1/22/2004,17,59.7604,430.0490,22.2778,6.7956,0.8970
1/22/2004,18,-6.6453,-0.7350,1.0140,4.9794,1.3285
1/22/2004,19,-7.9702,-0.5344,-0.3448,5.4305,1.6032
1/22/2004,20,-9.0066,-0.2130,-0.2059,5.7159,5.0570
1/22/2004,21,-9.4050,-0.4580,-0.2979,6.0800,5.2650
1/22/2004,22,-9.2667,-0.4442,-0.2575,5.9609,4.3646
1/22/2004,23,-8.9420,-0.3913,-0.2712,6.0345,4.0246
1/23/2004,0,-8.6132,-0.8301,-0.4577,5.9002,1.6108
1/23/2004,1,-8.2460,-0.1250,-0.2180,6.4859,3.9354
1/23/2004,2,-8.9575,-0.4009,-0.2429,7.4550,4.9673
1/23/2004,3,-9.3527,-0.6912,-0.2918,8.1495,4.2419
1/23/2004,4,-8.8472,-0.4586,-0.2500,7.2497,2.9891
1/23/2004,5,-7.8778,-0.4917,-0.2634,7.4058,2.1364
1/23/2004,6,-7.9276,-0.6376,-0.3770,7.4310,2.1910
1/23/2004,7,-6.9104,-0.4032,-0.2150,6.9430,1.5966
1/23/2004,8,28.2262,192.5641,27.3723,8.7572,1.0734
1/23/2004,9,121.0845,141.4972,100.3134,9.5675,0.2636
1/23/2004,10,393.4694,613.6002,204.1307,11.9487,1.0101
1/23/2004,11,356.9201,156.5514,301.5523,13.9603,3.9880
1/23/2004,12,471.8535,274.7745,341.5038,14.2407,3.5320
1/23/2004,13,317.2979,28.7063,310.9613,13.6547,4.5954
1/23/2004,14,362.9255,168.4065,295.4898,13.5728,7.9279
1/23/2004,15,391.7078,441.8042,237.7888,14.5695,8.7234
1/23/2004,16,227.8436,418.5470,140.9694,15.0782,5.0132
1/23/2004,17,81.4553,395.9106,47.9902,14.2037,1.9452
1/23/2004,18,-4.8506,-0.7803,4.2402,12.0198,1.6428
1/23/2004,19,-8.6156,-0.7573,-0.4883,11.3122,1.0547
1/23/2004,20,-9.1155,-0.7450,-0.4511,10.7617,1.5521
1/23/2004,21,-9.3982,-0.9397,-0.6112,8.9720,1.6635
1/23/2004,22,-8.8783,-0.8392,-0.4383,7.8507,1.7601
1/23/2004,23,-8.5612,-0.8070,-0.4438,6.5186,1.6815
1/24/2004,0,-8.2418,-0.5430,-0.3704,5.6876,1.8777
1/24/2004,1,-8.3176,-0.4581,-0.3568,4.9626,2.4879
1/24/2004,2,-7.7182,-0.7323,-0.4148,4.8640,1.7995
1/24/2004,3,-7.7011,-0.4439,-0.3515,3.4390,1.4132
1/24/2004,4,-7.9260,-0.3717,-0.2877,3.4392,2.6674
1/24/2004,5,-8.2081,-0.3877,-0.3120,3.2477,2.7902
1/24/2004,6,-7.4137,-0.5624,-0.3334,2.8651,1.5816
1/24/2004,7,-6.7200,-0.6449,-0.4013,1.4832,0.7647
1/24/2004,8,35.8235,235.6160,28.0299,0.6625,0.4729
1/24/2004,9,208.4164,526.4573,113.4814,2.4165,0.3591
1/24/2004,10,379.6262,946.9147,96.0828,5.6246,1.0050
1/24/2004,11,472.6357,1002.5643,52.6314,5.7655,1.1409
1/24/2004,12,539.1114,1026.4733,54.1933,6.3101,1.7533
1/24/2004,13,555.1084,1029.8342,58.1892,7.0829,2.3883
1/24/2004,14,479.1306,911.3735,69.6001,7.8745,1.9991
1/24/2004,15,326.4114,670.7977,88.5370,7.8888,1.4912
1/24/2004,16,230.9341,589.3038,93.0713,7.7675,1.2185
1/24/2004,17,57.7492,291.1531,36.7588,6.2910,1.8756
1/24/2004,18,-6.8071,-0.6681,1.8004,4.3872,2.0636
1/24/2004,19,-6.9430,-0.7226,-0.4708,2.6814,0.5109
1/24/2004,20,-7.4757,-0.5885,-0.3520,2.0284,1.3750
1/24/2004,21,-6.6896,-0.4711,-0.3327,1.8842,1.2331
1/24/2004,22,-6.6761,-0.5150,-0.3431,2.0225,0.7780
1/24/2004,23,-7.1357,-0.6108,-0.3710,1.9719,1.0832
1/25/2004,0,-6.5177,-0.5723,-0.3872,1.2863,0.3444
1/25/2004,1,-6.7063,-0.6790,-0.4370,0.1157,0.4943
1/25/2004,2,-6.4706,-0.0571,-0.1570,1.7291,2.5184
1/25/2004,3,-7.6276,-0.9169,-0.6051,0.4720,1.2361
1/25/2004,4,-5.7192,0.1090,-0.1292,1.1824,1.3775
1/25/2004,5,-6.8468,-0.4243,-0.2978,2.6174,1.6145
1/25/2004,6,-5.5252,-0.4661,-0.2993,1.6358,0.6964
1/25/2004,7,-4.2691,-0.2239,-0.3226,1.5836,0.2468
1/25/2004,8,6.7495,22.4749,10.6444,2.2063,0.3947
1/25/2004,9,85.0733,0.1634,87.7539,2.1761,0.1664
1/25/2004,10,144.0083,0.8628,145.1985,3.5543,0.0900
1/25/2004,11,301.0531,351.1427,146.5252,4.0821,0.9008
1/25/2004,12,190.7069,20.6522,184.8237,3.9901,1.9706
1/25/2004,13,142.7332,1.4266,144.2705,3.7919,2.8226
1/25/2004,14,117.5704,1.0806,120.7926,2.2087,2.6267
1/25/2004,15,106.3774,0.8814,107.9479,1.7510,0.8925
1/25/2004,16,30.2609,-0.4520,34.9822,1.7056,2.1969
1/25/2004,17,-5.0220,-0.4874,2.9380,-3.5542,5.2625
1/25/2004,18,-5.9482,-0.3480,0.3318,-4.7077,4.1033
1/25/2004,19,-5.8730,-0.3712,-0.0777,-6.8439,4.0033
1/25/2004,20,-5.2342,-0.2062,-0.1024,-8.4858,3.2498
1/25/2004,21,-4.5840,-0.2406,-0.2015,-9.4702,2.5271
1/25/2004,22,-4.0114,-0.1310,-0.1498,-10.0892,1.6843
1/25/2004,23,-3.5797,-0.0655,-0.2276,-10.6157,0.7548
1/26/2004,0,-3.1877,0.0699,-0.3189,-10.8853,0.1430
1/26/2004,1,-4.1500,-0.3740,-0.1464,-10.8693,0.8574
1/26/2004,2,-4.3841,-0.4642,-0.2509,-11.2237,0.4713
1/26/2004,3,-4.6663,-0.4402,-0.4474,-12.3848,0.2486
1/26/2004,4,-4.8924,-0.5318,-0.2261,-12.2960,0.4372
1/26/2004,5,-5.4603,-0.0167,0.0411,-10.9675,3.6308
1/26/2004,6,-6.5900,-0.2112,-0.1046,-10.1082,4.3763
1/26/2004,7,-6.9117,-0.2141,-0.0503,-9.4568,6.6390
1/26/2004,8,26.5179,325.9259,13.9817,-9.0412,5.2638
1/26/2004,9,183.3574,829.2708,39.4673,-7.5014,6.7427
1/26/2004,10,340.8726,958.9498,54.6808,-6.0757,3.5694
1/26/2004,11,491.4998,1018.7483,63.5017,-5.1918,3.2085
1/26/2004,12,562.7544,1043.3433,66.8329,-4.2577,2.0354
1/26/2004,13,580.0617,1043.2917,71.6879,-4.2923,2.0169
1/26/2004,14,528.1367,1035.9717,61.2202,-2.9803,5.1864
1/26/2004,15,417.0357,990.8908,55.8604,-1.9964,5.5481
1/26/2004,16,254.5344,877.7468,45.7637,-0.9744,1.3021
1/26/2004,17,74.5252,520.9009,25.4227,-3.2407,5.3649
1/26/2004,18,-6.7279,-0.4977,2.1591,-5.2047,6.7387
1/26/2004,19,-7.2389,-0.3232,-0.2023,-5.5373,4.1433
1/26/2004,20,-7.5134,-0.3764,-0.0725,-5.0797,4.7826
1/26/2004,21,-6.6022,-0.4046,-0.1715,-5.1492,2.6566
1/26/2004,22,-6.7468,-0.5062,-0.3181,-5.3964,1.5709
1/26/2004,23,-5.6456,-0.1930,-0.1959,-5.2156,1.7319
1/27/2004,0,-5.6844,-0.4052,-0.2438,-4.6118,1.9720
1/27/2004,1,-7.1647,-0.2696,-0.1774,-4.5024,6.9263
1/27/2004,2,-7.0788,-0.1585,-0.1383,-4.6003,7.7226
1/27/2004,3,-7.4681,-0.2625,-0.1482,-4.5540,7.7766
1/27/2004,4,-7.9611,-0.3628,-0.2078,-4.6649,5.8753
1/27/2004,5,-7.7943,-0.4619,-0.2052,-4.8394,4.5381
1/27/2004,6,-6.4703,-0.4382,-0.2429,-4.4644,1.5893
1/27/2004,7,-6.3535,-0.4806,-0.1716,-4.4261,1.2115
1/27/2004,8,36.5444,318.3911,23.1960,-4.2525,0.7023
1/27/2004,9,151.0427,456.4560,65.2307,-2.4313,0.6796
1/27/2004,10,359.8246,829.0658,107.2865,0.2048,1.3906
1/27/2004,11,519.7247,989.4435,101.8193,2.4858,4.0200
1/27/2004,12,532.4475,893.9295,109.0689,3.6541,7.9761
1/27/2004,13,224.6487,194.7330,132.0112,4.2709,2.4724
1/27/2004,14,177.6743,78.2895,149.1505,4.4033,4.6800
1/27/2004,15,204.9458,277.2647,115.1582,4.9806,7.0311
1/27/2004,16,166.1989,372.0435,91.6375,5.3282,4.2634
1/27/2004,17,70.7274,297.5734,50.8483,4.8251,2.6797
1/27/2004,18,-3.5068,-0.4293,4.8296,3.6707,5.0576
1/27/2004,19,-8.8435,-0.3683,-0.2501,3.3188,8.4073
1/27/2004,20,-7.7750,-0.2659,-0.1908,2.8072,5.1110
1/27/2004,21,-8.3809,-0.2671,-0.2634,2.4876,6.3042
1/27/2004,22,-7.8118,-0.6148,-0.3353,2.1426,3.6850
1/27/2004,23,-6.9691,-0.3990,-0.3029,0.4719,2.0348
1/28/2004,0,-7.0050,-0.3057,-0.2838,-0.0032,2.3307
1/28/2004,1,-6.3177,-0.2866,-0.2125,0.2225,2.0182
1/28/2004,2,-6.5738,-0.0375,-0.0397,1.6515,4.2017
1/28/2004,3,-7.6242,-0.3710,-0.1744,1.9047,4.0239
1/28/2004,4,-6.8041,-0.0972,0.0434,1.9471,3.5251
1/28/2004,5,-7.7391,-0.4798,-0.2722,1.0302,3.8764
1/28/2004,6,-5.8213,-0.0446,-0.0779,0.7343,2.2086
1/28/2004,7,-6.6621,-0.3726,-0.1435,2.5457,1.9101
1/28/2004,8,25.6429,199.2574,17.1557,2.5942,2.7052
1/28/2004,9,177.5080,761.9987,37.5645,4.9270,4.8404
1/28/2004,10,334.2742,927.9333,47.4451,6.6657,2.2917
1/28/2004,11,479.5957,992.9172,54.3485,7.4668,3.6021
1/28/2004,12,547.8741,1019.3933,55.7940,8.3917,4.2675
1/28/2004,13,560.9764,1025.4992,55.4192,8.7880,5.6786
1/28/2004,14,516.7487,1012.2462,53.1210,9.4847,6.0420
1/28/2004,15,410.7620,966.6265,50.0100,10.2490,5.3785
1/28/2004,16,249.9126,866.4310,42.8579,9.5555,5.6830
1/28/2004,17,78.1857,527.7914,26.5666,7.5694,4.4336
1/28/2004,18,-6.5370,-0.7082,2.5071,5.6203,2.6718
1/28/2004,19,-8.9789,-0.4726,-0.2973,4.9318,4.2885
1/28/2004,20,-8.3071,-0.4250,-0.3011,4.1267,3.7881
1/28/2004,21,-8.7207,-0.4855,-0.2806,4.3583,4.0996
1/28/2004,22,-8.4761,-0.3465,-0.1692,4.5480,5.3311
1/28/2004,23,-7.5181,-0.3374,-0.2281,4.4689,3.9774
1/29/2004,0,-7.4243,-0.2289,-0.2651,4.0647,5.9883
1/29/2004,1,-6.6452,-0.3952,-0.2752,3.8328,2.5479
1/29/2004,2,-7.4929,-0.1057,-0.2246,3.8863,6.4832
1/29/2004,3,-9.1839,-0.2846,-0.2009,4.3677,10.2150
1/29/2004,4,-8.6977,-0.2624,-0.2087,4.3026,8.6880
1/29/2004,5,-8.5973,-0.3265,-0.2117,4.3576,8.1637
1/29/2004,6,-8.9202,-0.3457,-0.2251,4.0434,7.7705
1/29/2004,7,-8.0861,-0.3157,-0.0527,3.8013,4.6050
1/29/2004,8,31.8579,198.9808,27.4329,4.2628,3.0317
1/29/2004,9,157.6064,357.7222,98.4046,5.8690,1.9512
1/29/2004,10,301.6023,586.4640,127.6300,6.8883,2.0307
1/29/2004,11,394.0931,336.9814,249.5085,6.9507,2.5119
1/29/2004,12,509.5170,570.5174,235.0067,8.0487,5.5090
1/29/2004,13,507.9310,682.0862,168.4363,8.4652,4.5739
1/29/2004,14,369.5713,528.1907,124.6875,8.8810,4.3185
1/29/2004,15,412.3225,914.8022,64.4699,10.7275,4.5556
1/29/2004,16,236.0874,730.7212,51.2986,10.4728,3.6875
1/29/2004,17,59.1081,121.5630,56.9863,8.0013,2.7391
1/29/2004,18,-5.3696,-0.4544,1.6156,6.4371,1.8541
1/29/2004,19,-7.1942,-0.3760,-0.2757,6.0704,2.2557
1/29/2004,20,-6.2183,-0.4039,-0.3421,5.6941,1.7355
1/29/2004,21,-8.0411,-0.2774,-0.2313,6.2220,5.3332
1/29/2004,22,-7.5841,-0.4981,-0.2164,6.2832,2.7584
1/29/2004,23,-6.5506,-0.2530,-0.2996,5.7416,2.2046
1/30/2004,0,-8.1297,-0.3391,-0.2598,6.9415,4.7956
1/30/2004,1,-8.4549,-0.4679,-0.1837,7.0956,3.3879
1/30/2004,2,-9.0337,-0.2698,-0.2360,7.0316,7.6998
1/30/2004,3,-9.2179,-0.3991,-0.2509,7.1070,7.1219
1/30/2004,4,-9.2488,-0.4019,-0.2542,6.9947,7.5174
1/30/2004,5,-8.7739,-0.5042,-0.2972,6.4954,4.1072
1/30/2004,6,-7.8356,-0.3248,-0.3067,5.9637,3.9197
1/30/2004,7,-8.8809,-0.3745,-0.0654,6.3531,8.4283
1/30/2004,8,8.9690,34.0627,17.5709,6.3366,7.0395
1/30/2004,9,182.1732,637.4264,56.8255,8.1244,3.5768
1/30/2004,10,341.7180,658.4883,134.5182,10.4297,3.6540
1/30/2004,11,538.7697,761.3392,204.4507,10.9537,4.3847
1/30/2004,12,482.2163,297.4055,334.6657,10.4750,5.0090
1/30/2004,13,368.6913,121.2106,306.5672,11.0028,2.9378
1/30/2004,14,387.2355,208.6828,295.1423,12.3753,3.8249
1/30/2004,15,360.3011,259.2024,262.4062,14.0312,5.3580
1/30/2004,16,268.1320,318.5405,191.2532,13.7927,5.2258
1/30/2004,17,76.3728,28.3062,83.0996,11.7400,4.8615
1/30/2004,18,-4.9676,-0.7633,3.7069,9.6573,2.6645
1/30/2004,19,-7.0402,-0.7228,-0.5265,8.3595,0.6244
1/30/2004,20,-6.9381,-0.6777,-0.5294,7.6765,0.5335
1/30/2004,21,-7.2541,-0.5965,-0.4316,7.4417,0.7695
1/30/2004,22,-8.6230,-0.4364,-0.3942,7.2491,4.0568
1/30/2004,23,-8.6533,-0.2446,-0.2617,7.7737,5.7926
1/31/2004,0,-9.0887,-0.5939,-0.3447,7.8148,4.3892
1/31/2004,1,-9.8437,-0.5289,-0.2101,6.2559,4.6402
1/31/2004,2,-8.8573,-0.3955,-0.0125,5.9487,4.4240
1/31/2004,3,-8.6413,-0.5527,-0.1901,4.7700,2.9060
1/31/2004,4,-5.9085,-0.5196,-0.4740,3.3054,0.4777
1/31/2004,5,-5.5618,-0.3968,-0.3763,2.2783,1.1972
1/31/2004,6,-6.1572,-0.3546,-0.1600,2.3147,2.5867
1/31/2004,7,-5.8413,-0.4311,-0.2981,0.9539,1.5245
1/31/2004,8,12.2263,21.5637,16.0608,1.0265,1.0223
1/31/2004,9,65.3172,3.0548,68.9598,1.4277,1.6923
1/31/2004,10,58.1248,-0.1331,63.4604,0.5117,3.7385
1/31/2004,11,159.7375,0.9229,161.4040,0.6676,3.0404
1/31/2004,12,249.5123,8.5202,245.8377,0.4479,2.9450
1/31/2004,13,179.2740,15.1401,174.7541,-1.3273,3.1509
1/31/2004,14,64.7481,0.1322,68.2041,-2.8939,3.3023
1/31/2004,15,55.7624,0.3483,58.9449,-3.4553,2.6758
1/31/2004,16,40.9913,0.2059,44.3299,-3.7774,2.1833
1/31/2004,17,21.6976,0.1762,25.7151,-4.2029,2.0697
1/31/2004,18,-2.2606,0.0138,1.0986,-4.5289,1.1703
1/31/2004,19,-3.7092,-0.1777,-0.1715,-4.4371,0.6161
1/31/2004,20,-3.8187,-0.1364,-0.1784,-4.5828,1.0202
1/31/2004,21,-3.8687,0.1668,-0.3823,-5.0059,0.4762
1/31/2004,22,-4.3395,-0.1608,-0.3483,-5.2844,1.7481
1/31/2004,23,-4.2363,-0.0057,-0.1983,-5.3807,2.3695
2/1/2004,0,-4.5041,-0.1229,-0.1468,-5.5808,1.9918
2/1/2004,1,-3.6166,0.1910,-0.1853,-5.3891,1.7852
2/1/2004,2,-3.4492,-0.0887,-0.2175,-5.5694,0.7034
2/1/2004,3,-4.0808,-0.1145,-0.2214,-6.2070,1.1616
2/1/2004,4,-4.2674,-0.0324,-0.1210,-6.5031,2.0109
2/1/2004,5,-4.0357,-0.0794,-0.0726,-6.2831,1.8786
2/1/2004,6,-4.6163,-0.2738,-0.1804,-7.0020,1.1592
2/1/2004,7,-4.1149,-0.1059,0.0159,-7.5447,1.2629
2/1/2004,8,23.6215,1.8537,27.2314,-7.6408,0.6435
2/1/2004,9,147.3177,205.5308,103.4109,-6.5695,0.4344
2/1/2004,10,371.8639,780.3463,106.8875,-4.9627,0.4486
2/1/2004,11,492.3623,650.5353,202.7452,-3.7527,0.9699
2/1/2004,12,584.5729,916.9027,121.6083,-3.4132,2.0773
2/1/2004,13,613.5575,944.1807,125.6663,-2.7578,1.4036
2/1/2004,14,553.4939,1011.9710,67.3296,-0.5099,1.5065
2/1/2004,15,444.8699,977.0433,58.1952,-0.3073,2.5913
2/1/2004,16,280.5496,882.8347,48.2336,-0.3730,1.9520
2/1/2004,17,99.4797,589.8544,28.7421,-0.5491,0.8819
2/1/2004,18,-4.2005,-0.7484,3.2182,-2.6462,2.1652
2/1/2004,19,-6.5001,-0.8168,-0.4367,-3.2869,0.4426
2/1/2004,20,-6.3673,-0.4650,-0.2518,-3.9602,1.7629
2/1/2004,21,-6.4007,-0.5888,-0.3584,-3.9170,1.1517
2/1/2004,22,-6.7995,-0.6039,-0.3161,-5.0353,1.7861
2/1/2004,23,-6.0048,-0.3284,-0.1514,-5.9825,1.7736
2/2/2004,0,-5.4207,-0.3664,-0.2211,-5.3775,1.1209
